,,,,,
Date ,Time,PV gen (kW),Load (kW),"Temp (°C)
",pmaxpu
7/27/2015,3:00:00 PM,0.868,0.6632885732,12.18,
7/27/2015,4:00:00 PM,0.367,0.8442566431,11.679,
7/27/2015,5:00:00 PM,0.086,1.180556988,10.308,
7/27/2015,6:00:00 PM,0,1.582664922,8.953,
7/27/2015,7:00:00 PM,0,1.662990828,8.442,
7/27/2015,8:00:00 PM,0,1.583285903,8.153,
7/27/2015,9:00:00 PM,0,1.384266915,7.933,
7/27/2015,10:00:00 PM,0,1.031868571,7.674,
7/27/2015,11:00:00 PM,0,0.6017546187,7.305,
7/27/2015,12:00:00 AM,0,0.5622643981,6.96,
7/28/2015,1:00:00 AM,0,0.4811169333,6.602,
7/28/2015,2:00:00 AM,0,0.495027571,6.424,
7/28/2015,3:00:00 AM,0,0.4575425589,6.408,
7/28/2015,4:00:00 AM,0,0.4460118796,6.431,
7/28/2015,5:00:00 AM,0,0.5230481234,6.465,
7/28/2015,6:00:00 AM,0,0.6864135202,6.267,
7/28/2015,7:00:00 AM,0,0.9566775624,6.336,
7/28/2015,8:00:00 AM,0.153,1.085879961,6.706,
7/28/2015,9:00:00 AM,0.465,0.8872207406,7.223,
7/28/2015,10:00:00 AM,0.924,0.7596070646,8.617,
7/28/2015,11:00:00 AM,1.877,0.6334985407,10.74,
7/28/2015,12:00:00 PM,2.047,0.6216448108,12.164,
7/28/2015,1:00:00 PM,1.898,0.6045670128,12.866,
7/28/2015,2:00:00 PM,1.725,0.5650007908,13.244,
7/28/2015,3:00:00 PM,1.311,0.6209977362,13.24,
7/28/2015,4:00:00 PM,0.656,0.8518452494,12.789,
7/28/2015,5:00:00 PM,0.065,1.178325488,11.625,
7/28/2015,6:00:00 PM,0,1.559985664,10.623,
7/28/2015,7:00:00 PM,0,1.615284424,10.001,
7/28/2015,8:00:00 PM,0,1.528883147,9.522,
7/28/2015,9:00:00 PM,0,1.336776141,8.742,
7/28/2015,10:00:00 PM,0,1.024544199,7.947,
7/28/2015,11:00:00 PM,0,0.6302648817,7.587,
7/28/2015,12:00:00 AM,0,0.5742493657,7.616,
7/29/2015,1:00:00 AM,0,0.4067851276,7.065,
7/29/2015,2:00:00 AM,0,0.4515263463,6.499,
7/29/2015,3:00:00 AM,0,0.4579081529,6.465,
7/29/2015,4:00:00 AM,0,0.4925349443,6.578,
7/29/2015,5:00:00 AM,0,0.5311674455,6.587,
7/29/2015,6:00:00 AM,0,0.6798095686,6.649,
7/29/2015,7:00:00 AM,0,0.9632370053,6.674,
7/29/2015,8:00:00 AM,0.052,1.129870978,7.065,
7/29/2015,9:00:00 AM,0.15,1.020551326,7.755,
7/29/2015,10:00:00 AM,0.277,0.8800457517,8.46,
7/29/2015,11:00:00 AM,0.532,0.835847347,9.569,
7/29/2015,12:00:00 PM,1.134,0.8397344327,11.741,
7/29/2015,1:00:00 PM,1.468,0.8455156016,13.297,
7/29/2015,2:00:00 PM,1.347,0.7835316861,13.817,
7/29/2015,3:00:00 PM,1.106,0.7816308854,13.82,
7/29/2015,4:00:00 PM,0.699,0.9614050911,13.27,
7/29/2015,5:00:00 PM,0.165,1.25329143,10.706,
7/29/2015,6:00:00 PM,0,1.593276289,8.833,
7/29/2015,7:00:00 PM,0,1.660676918,8.313,
7/29/2015,8:00:00 PM,0,1.579460705,7.896,
7/29/2015,9:00:00 PM,0,1.390300261,7.581,
7/29/2015,10:00:00 PM,0,1.070335043,7.319,
7/29/2015,11:00:00 PM,0,0.6717234247,7.18,
7/29/2015,12:00:00 AM,0,0.6147539206,7.069,
7/30/2015,1:00:00 AM,0,0.4822652497,7.102,
7/30/2015,2:00:00 AM,0,0.5128539509,7.471,
7/30/2015,3:00:00 AM,0,0.5361116949,7.989,
7/30/2015,4:00:00 AM,0,0.5195724446,8.145,
7/30/2015,5:00:00 AM,0,0.5453759474,8.082,
7/30/2015,6:00:00 AM,0,0.6922255143,8.088,
7/30/2015,7:00:00 AM,0,0.9628137564,8.463,
7/30/2015,8:00:00 AM,0.091,1.084211714,9.081,
7/30/2015,9:00:00 AM,0.266,0.9280545135,10.109,
7/30/2015,10:00:00 AM,0.461,0.8315138621,11.111,
7/30/2015,11:00:00 AM,0.989,0.7144728437,12.408,
7/30/2015,12:00:00 PM,1.199,0.7229359134,13.582,
7/30/2015,1:00:00 PM,0.883,0.7788581899,14.064,
7/30/2015,2:00:00 PM,0.458,0.7871018366,14.022,
7/30/2015,3:00:00 PM,0.273,0.8338751495,13.763,
7/30/2015,4:00:00 PM,0.163,0.9762808741,13.352,
7/30/2015,5:00:00 PM,0.019,1.200323981,12.52,
7/30/2015,6:00:00 PM,0,1.474339611,11.62,
7/30/2015,7:00:00 PM,0,1.518363429,11.211,
7/30/2015,8:00:00 PM,0,1.428762951,10.547,
7/30/2015,9:00:00 PM,0,1.245123092,9.533,
7/30/2015,10:00:00 PM,0,0.9767612182,8.645,
7/30/2015,11:00:00 PM,0,0.607111709,7.911,
7/30/2015,12:00:00 AM,0,0.5730438588,7.329,
7/31/2015,1:00:00 AM,0,0.4081803383,6.949,
7/31/2015,2:00:00 AM,0,0.432172936,6.639,
7/31/2015,3:00:00 AM,0,0.463195756,6.332,
7/31/2015,4:00:00 AM,0,0.475146873,6.069,
7/31/2015,5:00:00 AM,0,0.5302707098,5.732,
7/31/2015,6:00:00 AM,0,0.6895059683,5.337,
7/31/2015,7:00:00 AM,0,0.9570696419,5.313,
7/31/2015,8:00:00 AM,0.184,1.118366502,6.404,
7/31/2015,9:00:00 AM,0.63,0.9589823888,7.856,
7/31/2015,10:00:00 AM,1.226,0.7650840422,9.97,
7/31/2015,11:00:00 AM,1.586,0.6059208704,11.941,
7/31/2015,12:00:00 PM,1.136,0.5827060128,12.982,
7/31/2015,1:00:00 PM,0.672,0.5874124283,13.191,
7/31/2015,2:00:00 PM,0.621,0.6013734624,13.566,
7/31/2015,3:00:00 PM,0.58,0.6816930235,13.858,
7/31/2015,4:00:00 PM,0.407,0.8916784585,13.751,
7/31/2015,5:00:00 PM,0.03,1.142692291,12.061,
7/31/2015,6:00:00 PM,0,1.364727172,11.151,
7/31/2015,7:00:00 PM,0,1.395160399,10.908,
7/31/2015,8:00:00 PM,0,1.321517649,10.869,
7/31/2015,9:00:00 PM,0,1.172212039,11.007,
7/31/2015,10:00:00 PM,0,0.9493041646,10.86,
7/31/2015,11:00:00 PM,0,0.6290226683,10.962,
7/31/2015,12:00:00 AM,0,0.609994264,11.091,
8/1/2015,1:00:00 AM,0,0.4438124952,11.338,
8/1/2015,2:00:00 AM,0,0.461321883,11.562,
8/1/2015,3:00:00 AM,0,0.4871549328,11.341,
8/1/2015,4:00:00 AM,0,0.4734031986,10.883,
8/1/2015,5:00:00 AM,0,0.4876304729,10.979,
8/1/2015,6:00:00 AM,0,0.5524965409,10.84,
8/1/2015,7:00:00 AM,0,0.6653113145,10.519,
8/1/2015,8:00:00 AM,0.049,0.8306896639,10.5,
8/1/2015,9:00:00 AM,0.172,0.9257041629,10.524,
8/1/2015,10:00:00 AM,0.44,0.9449613776,10.553,
8/1/2015,11:00:00 AM,0.544,0.9007505476,10.647,
8/1/2015,12:00:00 PM,0.668,0.9504130424,10.685,
8/1/2015,1:00:00 PM,0.668,0.9590872783,10.677,
8/1/2015,2:00:00 PM,0.543,0.9571049577,10.587,
8/1/2015,3:00:00 PM,0.392,0.9940685586,10.385,
8/1/2015,4:00:00 PM,0.126,1.105379333,9.753,
8/1/2015,5:00:00 PM,0.011,1.291082027,8.868,
8/1/2015,6:00:00 PM,0,1.453931904,8.192,
8/1/2015,7:00:00 PM,0,1.402564854,7.784,
8/1/2015,8:00:00 PM,0,1.291050052,7.472,
8/1/2015,9:00:00 PM,0,1.124492578,7.216,
8/1/2015,10:00:00 PM,0,0.9392144668,6.934,
8/1/2015,11:00:00 PM,0,0.6760624344,6.694,
8/1/2015,12:00:00 AM,0,0.6907311431,6.555,
8/2/2015,1:00:00 AM,0,0.4768120777,6.358,
8/2/2015,2:00:00 AM,0,0.4970692359,6.085,
8/2/2015,3:00:00 AM,0,0.5091653225,5.944,
8/2/2015,4:00:00 AM,0,0.5104828351,6.152,
8/2/2015,5:00:00 AM,0,0.5418359519,6.437,
8/2/2015,6:00:00 AM,0,0.5811945311,6.42,
8/2/2015,7:00:00 AM,0.001,0.7038724498,6.395,
8/2/2015,8:00:00 AM,0.364,0.8365283354,8.081,
8/2/2015,9:00:00 AM,0.701,0.8180924383,9.667,
8/2/2015,10:00:00 AM,1.141,0.7452180966,10.957,
8/2/2015,11:00:00 AM,1.5,0.6124704118,12.044,
8/2/2015,12:00:00 PM,1.345,0.5549694997,12.725,
8/2/2015,1:00:00 PM,1.002,0.5835708781,12.872,
8/2/2015,2:00:00 PM,0.857,0.6644902879,12.995,
8/2/2015,3:00:00 PM,0.652,0.7003392584,13.049,
8/2/2015,4:00:00 PM,0.377,0.840620426,12.839,
8/2/2015,5:00:00 PM,0.046,1.163357429,12.015,
8/2/2015,6:00:00 PM,0,1.491590926,11.485,
8/2/2015,7:00:00 PM,0,1.522159474,11.314,
8/2/2015,8:00:00 PM,0,1.440357209,11.162,
8/2/2015,9:00:00 PM,0,1.238073295,11.044,
8/2/2015,10:00:00 PM,0,0.9464876712,10.819,
8/2/2015,11:00:00 PM,0,0.5743608228,10.557,
8/2/2015,12:00:00 AM,0,0.5428939702,10.28,
8/3/2015,1:00:00 AM,0,0.4005004393,10.157,
8/3/2015,2:00:00 AM,0,0.439118562,10.16,
8/3/2015,3:00:00 AM,0,0.4797701337,10.018,
8/3/2015,4:00:00 AM,0,0.4859612246,9.835,
8/3/2015,5:00:00 AM,0,0.5571087832,9.658,
8/3/2015,6:00:00 AM,0,0.6535615812,9.682,
8/3/2015,7:00:00 AM,0,0.9009519499,9.693,
8/3/2015,8:00:00 AM,0.173,1.004098608,10.262,
8/3/2015,9:00:00 AM,0.49,0.8461107318,10.916,
8/3/2015,10:00:00 AM,1.04,0.7011420016,11.514,
8/3/2015,11:00:00 AM,1.067,0.5767415998,11.913,
8/3/2015,12:00:00 PM,0.859,0.5187052275,12.033,
8/3/2015,1:00:00 PM,0.791,0.5204322496,11.976,
8/3/2015,2:00:00 PM,0.836,0.6015031916,11.929,
8/3/2015,3:00:00 PM,0.432,0.6407942243,11.503,
8/3/2015,4:00:00 PM,0.106,0.8484909415,10.881,
8/3/2015,5:00:00 PM,0.011,1.149709752,10.228,
8/3/2015,6:00:00 PM,0,1.500135026,9.61,
8/3/2015,7:00:00 PM,0,1.567721631,9.358,
8/3/2015,8:00:00 PM,0,1.480708677,9.084,
8/3/2015,9:00:00 PM,0,1.284137079,8.907,
8/3/2015,10:00:00 PM,0,0.9863619152,8.822,
8/3/2015,11:00:00 PM,0,0.5978185064,8.488,
8/3/2015,12:00:00 AM,0,0.5437685313,8.115,
8/4/2015,1:00:00 AM,0,0.3828349556,7.869,
8/4/2015,2:00:00 AM,0,0.4461970804,7.463,
8/4/2015,3:00:00 AM,0,0.462110846,7.251,
8/4/2015,4:00:00 AM,0,0.4671452349,7.165,
8/4/2015,5:00:00 AM,0,0.5191656808,7.179,
8/4/2015,6:00:00 AM,0,0.6777531216,7.212,
8/4/2015,7:00:00 AM,0,0.9500311826,7.247,
8/4/2015,8:00:00 AM,0.177,1.057334512,8.419,
8/4/2015,9:00:00 AM,0.396,0.8909153532,9.581,
8/4/2015,10:00:00 AM,0.71,0.7971661474,10.435,
8/4/2015,11:00:00 AM,0.751,0.6354468522,11.04,
8/4/2015,12:00:00 PM,0.668,0.6019834119,11.369,
8/4/2015,1:00:00 PM,0.864,0.6240167204,11.852,
8/4/2015,2:00:00 PM,0.861,0.7366309834,12.161,
8/4/2015,3:00:00 PM,0.624,0.7782696174,12.106,
8/4/2015,4:00:00 PM,0.195,0.9501837242,11.502,
8/4/2015,5:00:00 PM,0.037,1.264128512,10.645,
8/4/2015,6:00:00 PM,0,1.585037813,9.64,
8/4/2015,7:00:00 PM,0,1.637188939,9.019,
8/4/2015,8:00:00 PM,0,1.535961099,8.917,
8/4/2015,9:00:00 PM,0,1.321959201,9.325,
8/4/2015,10:00:00 PM,0,1.02613442,9.598,
8/4/2015,11:00:00 PM,0,0.6137524638,9.474,
8/4/2015,12:00:00 AM,0,0.5923845156,9.387,
8/5/2015,1:00:00 AM,0,0.4423070014,9.67,
8/5/2015,2:00:00 AM,0,0.4567512305,9.732,
8/5/2015,3:00:00 AM,0,0.4804102953,9.763,
8/5/2015,4:00:00 AM,0,0.4797341232,9.69,
8/5/2015,5:00:00 AM,0,0.5342057694,9.639,
8/5/2015,6:00:00 AM,0,0.6732529482,9.552,
8/5/2015,7:00:00 AM,0,0.9502053018,9.548,
8/5/2015,8:00:00 AM,0.18,1.04275086,10.02,
8/5/2015,9:00:00 AM,0.478,0.8696480579,10.643,
8/5/2015,10:00:00 AM,0.814,0.7280707657,11.252,
8/5/2015,11:00:00 AM,0.788,0.6088473483,11.52,
8/5/2015,12:00:00 PM,0.735,0.6181561034,11.632,
8/5/2015,1:00:00 PM,0.744,0.6116430394,11.678,
8/5/2015,2:00:00 PM,0.618,0.6168967003,11.621,
8/5/2015,3:00:00 PM,0.381,0.628238773,11.368,
8/5/2015,4:00:00 PM,0.21,0.8228781507,10.99,
8/5/2015,5:00:00 PM,0.041,1.146972728,10.318,
8/5/2015,6:00:00 PM,0,1.512196431,9.463,
8/5/2015,7:00:00 PM,0,1.581546464,9.25,
8/5/2015,8:00:00 PM,0,1.513227767,9.009,
8/5/2015,9:00:00 PM,0,1.308087692,9.076,
8/5/2015,10:00:00 PM,0,0.9981088496,9.115,
8/5/2015,11:00:00 PM,0,0.615795943,9.002,
8/5/2015,12:00:00 AM,0,0.5541552871,8.833,
8/6/2015,1:00:00 AM,0,0.3869085164,8.635,
8/6/2015,2:00:00 AM,0,0.4276001372,8.538,
8/6/2015,3:00:00 AM,0,0.4731992178,8.489,
8/6/2015,4:00:00 AM,0,0.4555890447,8.515,
8/6/2015,5:00:00 AM,0,0.5178773052,8.504,
8/6/2015,6:00:00 AM,0,0.6659991813,8.602,
8/6/2015,7:00:00 AM,0,0.91901454,8.55,
8/6/2015,8:00:00 AM,0.147,1.020614564,9.452,
8/6/2015,9:00:00 AM,0.47,0.8224009164,10.484,
8/6/2015,10:00:00 AM,0.889,0.7140275602,11.256,
8/6/2015,11:00:00 AM,0.915,0.6135139067,11.803,
8/6/2015,12:00:00 PM,1.085,0.6241330508,12.305,
8/6/2015,1:00:00 PM,1.207,0.6061245266,12.783,
8/6/2015,2:00:00 PM,1.022,0.640417093,12.914,
8/6/2015,3:00:00 PM,0.639,0.6813832083,12.691,
8/6/2015,4:00:00 PM,0.267,0.826146266,12.177,
8/6/2015,5:00:00 PM,0.037,1.061313468,11.225,
8/6/2015,6:00:00 PM,0,1.414055629,10.373,
8/6/2015,7:00:00 PM,0,1.52132261,10.038,
8/6/2015,8:00:00 PM,0,1.441696554,9.676,
8/6/2015,9:00:00 PM,0,1.259686001,9.259,
8/6/2015,10:00:00 PM,0,0.9760534371,8.933,
8/6/2015,11:00:00 PM,0,0.5963687034,8.838,
8/6/2015,12:00:00 AM,0,0.5659350306,8.879,
8/7/2015,1:00:00 AM,0,0.4215002188,8.786,
8/7/2015,2:00:00 AM,0,0.4560014348,8.524,
8/7/2015,3:00:00 AM,0,0.459912196,8.168,
8/7/2015,4:00:00 AM,0,0.4362052216,7.876,
8/7/2015,5:00:00 AM,0,0.4973937664,7.736,
8/7/2015,6:00:00 AM,0,0.6268765163,7.514,
8/7/2015,7:00:00 AM,0,0.8767959494,7.325,
8/7/2015,8:00:00 AM,0.183,1.00793643,7.869,
8/7/2015,9:00:00 AM,0.502,0.877701789,8.622,
8/7/2015,10:00:00 AM,1,0.7836710257,10.226,
8/7/2015,11:00:00 AM,1.354,0.7358694187,11.736,
8/7/2015,12:00:00 PM,1.376,0.7698921161,12.508,
8/7/2015,1:00:00 PM,1.324,0.7919851429,12.921,
8/7/2015,2:00:00 PM,1.24,0.8159269987,13.104,
8/7/2015,3:00:00 PM,0.801,0.837470536,12.917,
8/7/2015,4:00:00 PM,0.441,0.9845611803,12.408,
8/7/2015,5:00:00 PM,0.085,1.193194814,11.205,
8/7/2015,6:00:00 PM,0,1.407952306,9.68,
8/7/2015,7:00:00 PM,0,1.440309692,8.889,
8/7/2015,8:00:00 PM,0,1.372483321,8.434,
8/7/2015,9:00:00 PM,0,1.236584657,8.102,
8/7/2015,10:00:00 PM,0,1.033510866,7.826,
8/7/2015,11:00:00 PM,0,0.7189207209,7.395,
8/7/2015,12:00:00 AM,0,0.6872764858,7.031,
8/8/2015,1:00:00 AM,0,0.4806303028,6.728,
8/8/2015,2:00:00 AM,0,0.4762792975,6.637,
8/8/2015,3:00:00 AM,0,0.4906560593,6.386,
8/8/2015,4:00:00 AM,0,0.488661821,5.98,
8/8/2015,5:00:00 AM,0,0.5080645008,5.788,
8/8/2015,6:00:00 AM,0,0.6157182684,5.426,
8/8/2015,7:00:00 AM,0.012,0.7548647006,5.035,
8/8/2015,8:00:00 AM,0.403,0.9144489168,6.745,
8/8/2015,9:00:00 AM,0.774,0.8742877281,8.678,
8/8/2015,10:00:00 AM,1.196,0.7083893794,11.013,
8/8/2015,11:00:00 AM,1.698,0.5676232185,12.999,
8/8/2015,12:00:00 PM,2.015,0.5343246399,14.272,
8/8/2015,1:00:00 PM,2.083,0.4432285247,14.949,
8/8/2015,2:00:00 PM,1.905,0.4760872431,15.269,
8/8/2015,3:00:00 PM,1.511,0.5420105082,15.226,
8/8/2015,4:00:00 PM,0.97,0.6677926316,14.705,
8/8/2015,5:00:00 PM,0.237,0.9444373124,12.623,
8/8/2015,6:00:00 PM,0,1.296203306,10.99,
8/8/2015,7:00:00 PM,0,1.381753634,10.57,
8/8/2015,8:00:00 PM,0,1.307527763,9.699,
8/8/2015,9:00:00 PM,0,1.163470076,8.482,
8/8/2015,10:00:00 PM,0,0.9453199074,8.041,
8/8/2015,11:00:00 PM,0,0.6709973417,7.891,
8/8/2015,12:00:00 AM,0,0.6385309915,7.547,
8/9/2015,1:00:00 AM,0,0.4596343328,7.207,
8/9/2015,2:00:00 AM,0,0.4280082064,6.881,
8/9/2015,3:00:00 AM,0,0.4580409151,6.511,
8/9/2015,4:00:00 AM,0,0.4649990384,6.144,
8/9/2015,5:00:00 AM,0,0.5003005034,5.832,
8/9/2015,6:00:00 AM,0,0.5681634877,5.595,
8/9/2015,7:00:00 AM,0.024,0.680442915,5.554,
8/9/2015,8:00:00 AM,0.699,0.7592192132,7.397,
8/9/2015,9:00:00 AM,1.354,0.7267988282,9.824,
8/9/2015,10:00:00 AM,1.69,0.6172554666,12.931,
8/9/2015,11:00:00 AM,2.016,0.5045634077,15.322,
8/9/2015,12:00:00 PM,2.041,0.486529858,16.703,
8/9/2015,1:00:00 PM,1.707,0.5055714717,17.384,
8/9/2015,2:00:00 PM,1.313,0.4994897003,17.6,
8/9/2015,3:00:00 PM,0.86,0.5546372598,17.441,
8/9/2015,4:00:00 PM,0.256,0.7361307956,16.433,
8/9/2015,5:00:00 PM,0.034,1.018776213,14.743,
8/9/2015,6:00:00 PM,0,1.292715922,13.771,
8/9/2015,7:00:00 PM,0,1.320634259,13.611,
8/9/2015,8:00:00 PM,0,1.240331538,12.945,
8/9/2015,9:00:00 PM,0,1.05780031,12.063,
8/9/2015,10:00:00 PM,0,0.8262030367,11.038,
8/9/2015,11:00:00 PM,0,0.4838586018,10.474,
8/9/2015,12:00:00 AM,0,0.4860755549,10.099,
8/10/2015,1:00:00 AM,0,0.3919294384,10.023,
8/10/2015,2:00:00 AM,0,0.4320176401,10.057,
8/10/2015,3:00:00 AM,0,0.4589326895,10.189,
8/10/2015,4:00:00 AM,0,0.4568494559,10.215,
8/10/2015,5:00:00 AM,0,0.5056717096,10.013,
8/10/2015,6:00:00 AM,0,0.6226234181,9.89,
8/10/2015,7:00:00 AM,0.007,0.8476184226,9.748,
8/10/2015,8:00:00 AM,0.445,0.9290774092,10.429,
8/10/2015,9:00:00 AM,1.058,0.8081622619,11.588,
8/10/2015,10:00:00 AM,1.593,0.6559851666,12.598,
8/10/2015,11:00:00 AM,1.587,0.5125619099,13.054,
8/10/2015,12:00:00 PM,1.663,0.5037246007,13.343,
8/10/2015,1:00:00 PM,1.617,0.4926121409,13.514,
8/10/2015,2:00:00 PM,1.367,0.492919416,13.476,
8/10/2015,3:00:00 PM,1.027,0.5274749754,13.221,
8/10/2015,4:00:00 PM,0.616,0.7244699176,12.77,
8/10/2015,5:00:00 PM,0.157,1.025664166,11.755,
8/10/2015,6:00:00 PM,0,1.429397391,10.088,
8/10/2015,7:00:00 PM,0,1.513796271,9.308,
8/10/2015,8:00:00 PM,0,1.422772765,8.755,
8/10/2015,9:00:00 PM,0,1.233026938,8.346,
8/10/2015,10:00:00 PM,0,0.9416634738,8.011,
8/10/2015,11:00:00 PM,0,0.5575001902,7.659,
8/10/2015,12:00:00 AM,0,0.5197509132,7.375,
8/11/2015,1:00:00 AM,0,0.4228991771,7.097,
8/11/2015,2:00:00 AM,0,0.4812823127,6.965,
8/11/2015,3:00:00 AM,0,0.4486622617,7.137,
8/11/2015,4:00:00 AM,0,0.4465505697,6.914,
8/11/2015,5:00:00 AM,0,0.5098328514,6.801,
8/11/2015,6:00:00 AM,0,0.675288136,6.853,
8/11/2015,7:00:00 AM,0.008,0.9360656505,6.913,
8/11/2015,8:00:00 AM,0.397,0.9732212216,7.411,
8/11/2015,9:00:00 AM,1.404,0.7406673213,8.998,
8/11/2015,10:00:00 AM,1.838,0.5742459711,11.465,
8/11/2015,11:00:00 AM,1.989,0.4592671388,13.656,
8/11/2015,12:00:00 PM,1.683,0.5756956268,14.74,
8/11/2015,1:00:00 PM,1.247,0.7109877093,14.579,
8/11/2015,2:00:00 PM,0.611,0.88214215,13.286,
8/11/2015,3:00:00 PM,0.284,1.024017544,12.051,
8/11/2015,4:00:00 PM,0.125,1.241389565,11.032,
8/11/2015,5:00:00 PM,0.012,1.470629407,10.237,
8/11/2015,6:00:00 PM,0,1.659068702,9.711,
8/11/2015,7:00:00 PM,0,1.637425687,9.342,
8/11/2015,8:00:00 PM,0,1.509325725,9.129,
8/11/2015,9:00:00 PM,0,1.307999199,8.698,
8/11/2015,10:00:00 PM,0,0.9897973059,8.18,
8/11/2015,11:00:00 PM,0,0.5991959293,7.953,
8/11/2015,12:00:00 AM,0,0.5713385963,7.943,
8/12/2015,1:00:00 AM,0,0.4352362506,7.95,
8/12/2015,2:00:00 AM,0,0.4628392251,8.06,
8/12/2015,3:00:00 AM,0,0.4528173189,8.195,
8/12/2015,4:00:00 AM,0,0.4635387828,8.311,
8/12/2015,5:00:00 AM,0,0.5044508607,8.371,
8/12/2015,6:00:00 AM,0,0.6791328219,8.14,
8/12/2015,7:00:00 AM,0.006,0.9556915726,8.086,
8/12/2015,8:00:00 AM,0.281,1.07231095,9.061,
8/12/2015,9:00:00 AM,0.603,0.9179306269,9.951,
8/12/2015,10:00:00 AM,0.76,0.7757973472,10.625,
8/12/2015,11:00:00 AM,1.025,0.5771194544,11.387,
8/12/2015,12:00:00 PM,1.26,0.5153526967,12.044,
8/12/2015,1:00:00 PM,1.315,0.5383448791,12.465,
8/12/2015,2:00:00 PM,1.221,0.5781557688,12.631,
8/12/2015,3:00:00 PM,1.039,0.616385432,12.51,
8/12/2015,4:00:00 PM,0.62,0.8483025158,12.029,
8/12/2015,5:00:00 PM,0.081,1.168447045,11.096,
8/12/2015,6:00:00 PM,0,1.507149124,9.981,
8/12/2015,7:00:00 PM,0,1.555580723,9.617,
8/12/2015,8:00:00 PM,0,1.47717586,9.265,
8/12/2015,9:00:00 PM,0,1.249944465,8.692,
8/12/2015,10:00:00 PM,0,0.943406181,8.608,
8/12/2015,11:00:00 PM,0,0.5447184462,8.627,
8/12/2015,12:00:00 AM,0,0.5266665254,8.4,
8/13/2015,1:00:00 AM,0,0.3978630139,8.069,
8/13/2015,2:00:00 AM,0,0.4408876891,7.881,
8/13/2015,3:00:00 AM,0,0.4754054794,8.1,
8/13/2015,4:00:00 AM,0,0.46314384,8.361,
8/13/2015,5:00:00 AM,0,0.4948077641,8.677,
8/13/2015,6:00:00 AM,0,0.6217632404,9.117,
8/13/2015,7:00:00 AM,0.003,0.8896746259,9.378,
8/13/2015,8:00:00 AM,0.23,0.9834963147,10.56,
8/13/2015,9:00:00 AM,0.665,0.8510595002,11.679,
8/13/2015,10:00:00 AM,1.412,0.7199173973,12.833,
8/13/2015,11:00:00 AM,1.177,0.593144313,13.611,
8/13/2015,12:00:00 PM,1.039,0.5658971735,13.948,
8/13/2015,1:00:00 PM,1.064,0.5386238371,14.112,
8/13/2015,2:00:00 PM,0.955,0.5472401183,14.143,
8/13/2015,3:00:00 PM,0.673,0.5723395293,13.95,
8/13/2015,4:00:00 PM,0.355,0.7279717204,13.528,
8/13/2015,5:00:00 PM,0.077,0.9988024566,12.564,
8/13/2015,6:00:00 PM,0,1.286424514,11.293,
8/13/2015,7:00:00 PM,0,1.368116342,10.882,
8/13/2015,8:00:00 PM,0,1.3122975,10.596,
8/13/2015,9:00:00 PM,0,1.148473405,10.313,
8/13/2015,10:00:00 PM,0,0.888708169,10.011,
8/13/2015,11:00:00 PM,0,0.5332251595,9.648,
8/13/2015,12:00:00 AM,0,0.529735667,9.403,
8/14/2015,1:00:00 AM,0,0.380556164,9.101,
8/14/2015,2:00:00 AM,0,0.4415731199,8.834,
8/14/2015,3:00:00 AM,0,0.4222204526,8.623,
8/14/2015,4:00:00 AM,0,0.4292193136,8.434,
8/14/2015,5:00:00 AM,0,0.4946147635,8.269,
8/14/2015,6:00:00 AM,0,0.6019181776,8.129,
8/14/2015,7:00:00 AM,0.028,0.8322725535,8.122,
8/14/2015,8:00:00 AM,0.548,0.902980876,10.252,
8/14/2015,9:00:00 AM,1.081,0.7707175925,11.899,
8/14/2015,10:00:00 AM,1.598,0.6731230518,13.26,
8/14/2015,11:00:00 AM,1.344,0.5747374477,14.083,
8/14/2015,12:00:00 PM,1.272,0.5089973609,14.584,
8/14/2015,1:00:00 PM,1.344,0.5040280379,14.912,
8/14/2015,2:00:00 PM,1.316,0.5067561168,15.095,
8/14/2015,3:00:00 PM,0.99,0.5193634358,14.939,
8/14/2015,4:00:00 PM,0.585,0.6506268601,14.423,
8/14/2015,5:00:00 PM,0.115,0.8601142485,13.238,
8/14/2015,6:00:00 PM,0,1.149392883,11.823,
8/14/2015,7:00:00 PM,0,1.240945246,11.275,
8/14/2015,8:00:00 PM,0,1.1742861,10.895,
8/14/2015,9:00:00 PM,0,1.042080046,10.612,
8/14/2015,10:00:00 PM,0,0.8581975969,10.484,
8/14/2015,11:00:00 PM,0,0.5581337434,10.37,
8/14/2015,12:00:00 AM,0,0.5523919065,10.053,
8/15/2015,1:00:00 AM,0,0.4351478758,9.711,
8/15/2015,2:00:00 AM,0,0.4158916543,9.556,
8/15/2015,3:00:00 AM,0,0.4337226363,9.385,
8/15/2015,4:00:00 AM,0,0.411368047,9.195,
8/15/2015,5:00:00 AM,0,0.4369872963,9.017,
8/15/2015,6:00:00 AM,0,0.5248041886,8.832,
8/15/2015,7:00:00 AM,0.012,0.6398323831,8.64,
8/15/2015,8:00:00 AM,0.323,0.7475988909,9.822,
8/15/2015,9:00:00 AM,0.769,0.7186900973,11.436,
8/15/2015,10:00:00 AM,1.208,0.6756709853,13.198,
8/15/2015,11:00:00 AM,1.697,0.5973615679,14.62,
8/15/2015,12:00:00 PM,1.805,0.6156757387,15.506,
8/15/2015,1:00:00 PM,1.869,0.6574941874,15.945,
8/15/2015,2:00:00 PM,1.667,0.6601112551,15.991,
